group,areacd,areanm,value
London,E02000372,Old Oak & Wormwood,0.446930228
London,E02000373,White City,0.412039831
London,E02000374,Wormholt Road,0.45928772
London,E02000375,Shepherd's Bush North,0.462076686
London,E02000376,Shepherd's Bush West,0.453659246
London,E02000377,Askew,0.440141705
London,E02000378,Shepherd's Bush South,0.499535891
London,E02000379,Ravenscourt Park North,0.488745574
London,E02000380,Brackenbury,0.517169252
London,E02000381,Brook Green,0.502901842
London,E02000382,Ravenscourt Park South,0.540641439
London,E02000383,West Kensington,0.501183899
London,E02000384,Hammersmith Broadway,0.522608346
London,E02000385,Barons Court,0.445826235
London,E02000386,North End,0.435999502
London,E02000387,Lillie Road & Greyhound Road,0.508862876
London,E02000388,Fulham Broadway,0.462954441
London,E02000389,Fulham Reach,0.539076272
London,E02000390,Fulham Aintree,0.466276124
London,E02000391,Parsons Green East & Eel Brook Common,0.479063429
London,E02000392,Parsons Green West,0.476009702
London,E02000393,Munster,0.494095816
London,E02000394,Sands End & Chelsea Harbour,0.432572167
London,E02000395,Fulham Palace & Hurlingham Park,0.498640218
London,E02000396,South Park,0.488418079
London,E02000397,Bowes Park,0.415255227
London,E02000398,Northumberland Park,0.376223776
London,E02000400,Bounds Green,0.486910348
London,E02000401,Roundway,0.44579043
London,E02000402,Tottenham Bruce Castle Park,0.420901391
London,E02000403,Wood Green North,0.406961178
London,E02000404,Scotch Estate,0.395838718
London,E02000405,Alexandra Park,0.571741169
London,E02000406,Noel Park,0.409559643
London,E02000407,Bruce Grove North,0.413063477
London,E02000408,Tottenham North West,0.373312811
London,E02000409,Lordship Lane & Broadwater Farm,0.455328135
London,E02000410,Muswell Hill North,0.567886302
London,E02000411,Tottenham Lea Valley,0.357401057
London,E02000412,Wood Green South,0.396602754
London,E02000413,Fortis Green & Coldfall,0.577161716
London,E02000414,Bruce Grove South,0.446811512
London,E02000415,Downhills Park,0.44866868
London,E02000416,Hornsey East,0.522252274
London,E02000417,Muswell Hill South,0.598264576
London,E02000418,Hornsey West,0.650439993
London,E02000419,Harringay Ladder North,0.436037441
London,E02000420,Tottenham Green West,0.453520785
London,E02000421,Tottenham Green East,0.389803827
London,E02000422,West Green & St Ann's,0.378997613
London,E02000423,Harringay East,0.409279871
London,E02000424,Hornsey Vale,0.546731736
London,E02000425,South Tottenham,0.288176403
London,E02000426,Highgate Wood,0.644622688
London,E02000427,Harringay Ladder South,0.470954657
London,E02000428,Harringay Warehouse District & Vartry,0.378076876
London,E02000429,Crouch End West,0.594371101
London,E02000430,Crouch End East,0.550056561
London,E02000431,Highgate East,0.562346387
London,E02000432,Stroud Green,0.507348138
London,E02006794,White Hart Lane,0.375816231
London,E02000433,Stanmore Park,0.65200486
London,E02000434,Canons Park,0.579144552
London,E02000435,Stanmore Uxbridge Road,0.547793645
London,E02000436,Hatch End North,0.719826809
London,E02000437,Harrow Weald,0.578376487
London,E02000438,Hatch End South,0.602055055
London,E02000439,Edgware West,0.494913755
London,E02000440,Belmont,0.589913874
London,E02000441,Pinner Green,0.62020316
London,E02000442,Queensbury East,0.508914814
London,E02000443,Wealdstone North,0.506826765
London,E02000444,Queensbury West,0.535246555
London,E02000445,Wealdstone South,0.480173482
London,E02000447,Headstone Lane,0.63059599
London,E02000448,Pinner Central,0.6428983
London,E02000449,Kenton East,0.54320545
London,E02000451,North Harrow,0.659841076
London,E02000452,Greenhill North,0.514302125
London,E02000453,Pinner Road,0.549418605
London,E02000454,Pinner South,0.65521175
London,E02000455,Greenhill South,0.568241855
London,E02000456,West Harrow,0.556165888
London,E02000457,Rayners Lane North,0.650613358
London,E02000459,South Harrow,0.481601381
London,E02000460,Newton Farm,0.541557305
London,E02000461,Harrow-on-the-Hill,0.467627785
London,E02000462,Alexandra Park,0.553841634
London,E02000463,Earlsmead,0.538211186
London,E02006795,Rayners Lane South,0.58994511
London,E02006882,Kenton West,0.613959713
London,E02000464,Dagnam Park & Noak Hill,0.490264346
London,E02000465,Petersfield Avenue & Duck Wood,0.454084328
London,E02000466,Havering-atte-Bower & Chase Cross,0.510058909
London,E02000467,Harold Hill East,0.420334507
London,E02000468,Collier Row & Park Farm,0.521811681
London,E02000469,Harold Hill West,0.468677809
London,E02000470,Harold Park & Harold Wood,0.563000107
London,E02000471,Rise Park,0.628060016
London,E02000472,Romford North,0.541287351
London,E02000473,Ardleigh Green,0.555209953
London,E02000474,Romford North West,0.482509177
London,E02000475,Gidea Park,0.563094034
London,E02000476,Central Romford,0.420924811
London,E02000477,Romford East,0.606314029
London,E02000478,Emerson Park,0.701376936
London,E02000479,Romford South,0.455717256
London,E02000480,Rush Green,0.449737862
London,E02000481,Cranham East,0.653817734
London,E02000482,Upminster North & Cranham West,0.680073687
London,E02000483,Hornchurch,0.591517578
London,E02000484,Hylands,0.606782107
London,E02000485,Upminster Bridge,0.561791252
London,E02000486,Elm Park East,0.594454073
London,E02000487,Upminster South & Corbets Tey,0.700992396
London,E02000488,Hacton,0.642866894
London,E02000489,Elm Park West,0.544943175
London,E02000490,South Hornchurch,0.557044458
London,E02000491,Hornchurch Marshes,0.478485894
London,E02000492,Rainham East & Wennington,0.618820268
London,E02000493,Rainham West,0.460387324
London,E02000494,Ducks Hill,0.703515625
London,E02000495,Northwood,0.570305007
London,E02000496,Harefield,0.621231809
London,E02000497,Northwood Hills,0.604769648
London,E02000498,West Ruislip North,0.642984881
London,E02000499,Eastcote,0.669253025
London,E02000500,Ruislip,0.635789729
London,E02000501,Ruislip Manor,0.619832736
London,E02000502,West Ruislip South,0.54603464
London,E02000503,Ruislip Gardens,0.54542444
London,E02000504,Ickenham,0.647200967
London,E02000506,Uxbridge Common & Swakeleys,0.646637689
London,E02000507,Hillingdon North East,0.531969
London,E02000508,Uxbridge Central & Brunel,0.421009303
London,E02000509,Uxbridge West,0.330379124
London,E02000510,Hillingdon South,0.547544183
London,E02000511,Charville,0.533966983
London,E02000512,Hillingdon Heath,0.476821192
London,E02000513,Yeading North,0.42012479
London,E02000514,Yeading West,0.513358602
London,E02000515,Yiewsley West,0.474731755
London,E02000516,Yeading Brookside,0.478482133
London,E02000517,Hayes End,0.500885652
London,E02000518,Yiewsley East,0.530121854
London,E02000519,Hayes Town North,0.51972058
London,E02000520,Hayes Town & Lake Farm,0.483208162
London,E02000521,West Drayton East,0.467225271
London,E02000522,West Drayton West,0.493849938
London,E02000523,Hayes South,0.496848475
London,E02000524,"Heathrow, Hardmonsworth & Sipson",0.463646196
London,E02000525,Harlington & Cranford Cross,0.474338298
London,E02006796,South Ruislip,0.586359229
London,E02000526,Chiswick North East,0.583451202
London,E02000528,Brentford East,0.551123596
London,E02000529,Heston North,0.568535826
London,E02000530,North Hyde & North Cranford,0.489635551
London,E02000531,Brentford Central,0.606622143
London,E02000532,Chiswick South East,0.584448907
London,E02000533,Chiswick South West,0.576584088
London,E02000534,Brentford West & Osterley Park,0.608050314
London,E02000535,Heston West,0.59563196
London,E02000536,Heston Central & Lampton West,0.59019545
London,E02000537,Osterley & Lampton East,0.586813908
London,E02000538,Cranford,0.538078292
London,E02000539,Syon Green,0.606110202
London,E02000540,Spring Grove,0.554863952
London,E02000541,Hounslow Meadows,0.556137648
London,E02000542,Hounslow West,0.521262234
London,E02000543,Hounslow High Street,0.475190148
London,E02000544,Hounslow East,0.596930632
London,E02000545,Isleworth & Ivybridge,0.563228905
London,E02000546,Hounslow Heath,0.555167095
London,E02000547,North Feltham & Hatton,0.54224008
London,E02000548,Bedfont,0.493084301
London,E02000549,Feltham East,0.565732196
London,E02000550,Feltham Central,0.475971699
London,E02000551,Hanworth North,0.483576843
London,E02000552,Lower Feltham,0.47478434
London,E02000553,Hanworth South,0.517091011
London,E02006792,Chiswick Park,0.542668605
London,E02000554,Highcroft & Holly Park,0.428500249
London,E02000555,Archway East,0.473689526
London,E02000556,Tollington,0.42776752
London,E02000557,Archway West,0.476975169
London,E02000558,Finsbury Park West,0.363715194
London,E02000559,Gillespie Road,0.41983798
London,E02000560,Holloway Nag's Head,0.344281843
London,E02000561,Tufnell Park East,0.451579313
London,E02000562,Highbury,0.448156036
London,E02000563,Hilldrop,0.44795389
London,E02000564,Lower Holloway,0.361851622
London,E02000565,Newington Green,0.395454044
London,E02000566,Highbury Fields,0.467071511
London,E02000567,Canonbury East & Mildmay Park,0.453254132
London,E02000568,Caledonian Road,0.367708891
London,E02000569,Islington North & Canonbury West,0.451082634
London,E02000570,Barnsbury East,0.444900821
London,E02000571,Islington East & Arlington,0.452131077
London,E02000572,Barnsbury West,0.414470116
London,E02000573,Angel,0.485725019
London,E02000574,King's Cross & Pentonville,0.394639935
London,E02000575,Clerkenwell,0.332605625
London,E02000576,Old Street & St Luke's,0.363516737
London,E02000577,Golborne & Swinbrook,0.519138035
London,E02000578,Ladbroke Grove,0.469797486
London,E02000579,North Kensington,0.511359404
London,E02000580,Portobello,0.508704557
London,E02000581,Notting Dale,0.525561395
London,E02000582,Notting Hill Gate,0.521757035
London,E02000583,Notting Hill West,0.530727063
London,E02000584,Notting Hill South,0.483125459
London,E02000585,Holland Park,0.525125
London,E02000586,Queen's Gate,0.434232606
London,E02000587,Kensington Abingdon,0.4969665
London,E02000588,Hans Town,0.412798153
London,E02000589,Kensington Gardens,0.403443619
London,E02000590,Brompton,0.456700882
London,E02000591,Earl's Court,0.487946558
London,E02000592,South Kensington,0.4514008
London,E02000593,West Brompton,0.462241169
London,E02000594,Chelsea Manor & Royal Hospital,0.47716129
London,E02000595,Chelsea Riverside East,0.47137605
London,E02000596,Fulham Road,0.456135804
London,E02000597,Chelsea Riverside West,0.498384605
London,E02000598,Tudor Drive,0.606547475
London,E02000599,Kingston Vale & Coombe Hill,0.523261278
London,E02000600,Kingston Hill,0.496603541
London,E02000601,Kingston North,0.494321977
London,E02000602,Kingston East & Norbiton West,0.42134926
London,E02000603,Norbiton East,0.519132369
London,E02000604,New Malden East,0.612882517
London,E02000605,New Malden West,0.650047939
London,E02000606,Kingston Riverside,0.48969163
London,E02000607,Berrylands North,0.463208835
London,E02000608,Surbiton North,0.499801561
London,E02000609,Malden Manor,0.626970684
London,E02000610,Surbiton South,0.545232274
London,E02000611,Berrylands South,0.650576562
London,E02000612,Motspur Park,0.668079438
London,E02000613,Southborough,0.545487021
London,E02000614,Tolworth,0.545824847
London,E02000615,Hook,0.607820513
London,E02000616,Chessington North,0.609565072
London,E02000617,Chessington South & Malden Rushett,0.576520859
London,E02000619,Lambeth Walk & North Kennington,0.508883527
London,E02000620,Kennington West & Vauxhall North,0.471756731
London,E02000621,Vauxhall South,0.496138996
London,E02000622,Oval,0.468799279
London,E02000623,Stockwell North,0.488455365
London,E02000624,Stockwell East,0.494183445
London,E02000625,Stockwell West,0.479014383
London,E02000626,Loughborough Road,0.421052632
London,E02000627,Stockwell South,0.433699708
London,E02000628,Brixton North,0.468104872
London,E02000629,Clapham North,0.47792409
London,E02000630,Clapham Old Town,0.462170234
London,E02000631,Herne Hill East,0.501057977
London,E02000632,Acre Lane,0.466739012
London,E02000633,Brixton Central,0.414328161
London,E02000634,Clapham Common North,0.465140325
London,E02000635,Poets' Corner & Brockwell Park,0.487999139
London,E02000636,Clapham South,0.466421117
London,E02000637,Brixton Hill East,0.442830417
London,E02000638,Brixton Hill West,0.429455217
London,E02000639,Clapham Park East & Streatham Hill North,0.483141904
London,E02000640,Clapham Park West,0.45727015
London,E02000641,Tulse Hill,0.422403868
London,E02000642,West Dulwich,0.491481938
London,E02000643,Streatham Hill,0.457961387
London,E02000644,Leigham Vale & Royal Circus,0.481060606
London,E02000645,West Norwood East,0.48618167
London,E02000646,Streatham Central,0.48591821
London,E02000647,West Norwood West & Streatham East,0.485295702
London,E02000648,West Norwood South,0.406564447
London,E02000649,Streatham Green,0.413440306
London,E02000650,Gipsy Hill,0.47550654
London,E02000651,Streatham Common,0.461118392
London,E02000652,Streatham Vale,0.434478372
London,E02006801,"Lambeth North, Waterloo & South Bank",0.470084716
London,E02000653,Silwood & Pepys,0.425050986
London,E02000654,Deptford North,0.41861521
London,E02000655,New Cross Gate,0.412775094
London,E02000657,New Cross South,0.40534588
London,E02000658,Telegraph Hill,0.442675159
London,E02000659,Blackheath West,0.458840545
London,E02000660,Brockley East & St Johns,0.430357763
London,E02000661,Blackheath Village,0.52584955
London,E02000662,Brockley West,0.402892562
London,E02000663,Loampit & Hilly Fields,0.454887724
London,E02000664,Lewisham Central & Park,0.406784279
London,E02000665,Manor House,0.469728124
